Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:57:43.878,114300.0,0.001,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.001,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.002,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.001,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.001,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.003,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.006,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.048,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.448,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.437,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.062,BTCUSDT
2025-09-29 23:57:43.878,114300.0,0.2,BTCUSDT
2025-09-29 23:57:43.879,114300.0,0.066,BTCUSDT
2025-09-29 23:57:43.879,114300.0,0.005,BTCUSDT
2025-09-29 23:57:43.879,114300.0,0.05,BTCUSDT
2025-09-29 23:57:43.879,114300.0,0.483,BTCUSDT
2025-09-29 23:57:43.886,114300.0,0.027,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.714,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.278,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.61,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.001,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.065,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.001,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.064,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.065,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.065,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.065,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.065,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.08,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.026,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.009,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.06,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.001,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.149,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.118,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.001,BTCUSDT
2025-09-29 23:57:43.901,114299.9,0.001,BTCUSDT
